id,treat,code_pay,role,group,hidden_number,report1,report2,report3,duplicate,id_play,ip_address,start_time,correct,chosen_card,observed,belief1,belief2,belief3,belief_observed,payoff,gender,ethnicity,race,age,education,state,income,q1,q2,q3,correct_belief,realdata
42,11,wjsiq11082upmpla,3,5076996594,11,30,30,30,1,40,66.56.241.205,2018-08-16 21:36:50.829486+00:00,Passed,,Unobserved,,30,,,0,Female,Non hispanic,White,27,College diploma,33,"$10,000 - $19,999",,,,1,1
43,11,35hbxq4282upmpla,3,5653889337,21,21,21,21,1,8,73.98.180.7,2018-08-16 20:03:22.424891+00:00,Passed,,Observed,,21,,,21,Female,Non hispanic,Hispanic/Latino/Latina,38,Some college,44,"$40,000 - $49,999","I think the goal was to see if the players would fake the numbers in order to get a higher bonus, knowing it might cause other players to get a smaller bonus.",1,Nothing - this was fun and it was interesting.  Thank you!,1,1
44,11,fkxabfxa82upmpla,3,6118225115,10,30,30,30,1,37,166.170.58.87,2018-08-16 21:34:03.658883+00:00,Passed,,Observed,,30,,,30,Female,Non hispanic,Native Hawaiian/Pacific Islander,33,College diploma,40,"$20,000 - $29,999",I have no idea.,4,N/A,1,1
45,11,gh05gy2b82upmpla,3,6418046186,26,26,26,26,1,11,72.201.222.242,2018-08-16 20:07:42.211837+00:00,Passed,,Observed,,26,,,26,Female,Non hispanic,White,30,High school or equivalent,3,"$30,000 - $39,999",Nonsense,4,Don't have any feedback.,1,1
46,11,32li30p882upmpla,3,7013104509,9,9,9,9,1,13,47.41.110.65,2018-08-16 20:34:53.055053+00:00,Passed,,Observed,,9,,,9,Female,Non hispanic,White,47,College diploma,23,"< $10,000",To determine how people communicate a hidden number to other participants to earn extra money.,2,nothing,1,1
47,11,54bvs8ro82upmpla,3,9357092451,10,30,30,30,1,42,45.46.72.197,2018-08-16 21:42:15.383521+00:00,Passed,,Observed,,30,,,30,Male,Non hispanic,White,32,Masters degree,32,"$40,000 - $49,999",Do find out if people will lie if it benefits them.,2,I have no suggestions,1,1
48,11,9ggcmypf82upmpla,3,9750850173,8,8,8,30,1,27,166.176.122.39,2018-08-16 21:21:48.660455+00:00,Passed,,Observed,,8,,,30,Male,Non hispanic,White,25,College diploma,43,"$10,000 - $19,999",To determine if people are honest or dishonest if it benefits them to be dishonest.,4,The instructions were kind of confusing.,1,1
49,11,51odqkap82upmpla,3,9767384409,11,30,30,30,1,43,216.85.1.250,2018-08-16 21:46:12.240033+00:00,Passed,,Observed,,27,,,30,Male,Non hispanic,Black/African American,28,College diploma,12,"$50,000 - $59,999",To see if the first 3 players would rather receive a higher reward for them selves or try to earn a even share of the prize for all 5 players,3,Not sure it was quite enjoyable,0,1
50,11,kbht9z1f82upmpla,3,9980426949,14,30,30,30,1,44,172.58.21.71,2018-08-16 21:46:43.217158+00:00,Passed,,Observed,,14,,,30,Male,Non hispanic,White,27,College diploma,3,"$30,000 - $39,999",Are people willing to cheat to get ahead and help each other out?,2,Survey was great! A little confusing at first just because itâs a lot of information but thatâs part of it Iâm assuming,0,1
51,11,pzz9c0hkawkpkwpy,3,3197686757,12,13,13,12,1,6,99.169.67.1,2018-08-17 16:01:56.260653+00:00,Passed,,Observed,,13,,,12,Female,Non hispanic,Hispanic/Latino/Latina,32,College diploma,10,"$40,000 - $49,999",Assessing cooperative play when information-sharing is unequal.,3,NA; all was clear and easy to follow.,1,1
52,11,xvmyar7yawkpkwpy,3,3858788050,9,28,28,9,1,13,216.169.17.132,2018-08-17 16:17:29.151557+00:00,Passed,,Observed,,9,,,9,Male,Non hispanic,White,61,Masters degree,14,"< $10,000","How often do participants choose to enrich themselves ) and members of group P1,2,3) over ignorant participants P4,5. Possibly altruism/truth vs hidden greed",3,Pretty good as is.,0,1
53,11,bb783ejoawkpkwpy,3,4190989736,12,30,30,30,1,18,24.45.87.6,2018-08-17 17:09:26.373454+00:00,Passed,,Unobserved,30,30,,,30,Male,Non hispanic,White,42,High school or equivalent,32,I do not wish to report my income.,A test to see if we trust what is being reported by the other players without actually revealing the hidden number to ourselves.,1,I thought it was great!,1,1
54,11,42qo4dibawkpkwpy,3,4193453638,9,9,9,30,1,3,174.255.195.33,2018-08-17 15:32:06.045424+00:00,Passed,,Observed,,9,,,30,Male,Non hispanic,White,26,Some college,46,"$10,000 - $19,999",Honesty in anonymous games.,1,"It was already enjoyable, cannot think of any improvements at this time.",1,1
55,11,sugvjwelawkpkwpy,3,5631239304,8,8,8,8,1,23,47.203.73.127,2018-08-17 17:39:40.082815+00:00,Passed,,Observed,,10,,,8,Male,Hispanic,White,26,Masters degree,10,"$20,000 - $29,999",Report the right number in order to obtain a bonus. See what you would be willing to report for some extra money. Whether you trust others or would lie.,2,"Perhaps put a multiplication sign on the instructions. When it said 516 I was confused as to where that number was coming from but it was actually 5*16, which is a value completely different.",0,1
56,11,8qxcx6ehawkpkwpy,3,6346546297,6,6,6,6,1,2,68.50.112.157,2018-08-17 15:15:30.647865+00:00,Passed,,Observed,,6,,,6,Male,Non hispanic,White,33,College diploma,15,"$60,000 - $69,999",To see how people will relay a message when money is involved when they know others will be affected by their decision.,3,It feels like the survey could have maybe been simplified to get the same results but I am sure you did what you had to do what you did to get accurate measures.,1,1
57,11,oebabc2wawkpkwpy,3,6857460167,8,8,8,8,1,21,189.163.183.255,2018-08-17 17:22:47.428156+00:00,Passed,,Observed,,5,,,8,Male,Hispanic,White,52,Some college,43,"$20,000 - $29,999",to see how multiple people comunicate a random given numbebr,1,this survey is very good already thank you for the expirience,0,1
58,11,12729covawkpkwpy,3,6892546454,10,12,12,11,1,5,190.124.31.12,2018-08-17 15:49:44.334892+00:00,Passed,,Observed,,15,,,11,Male,Non hispanic,White,30,College diploma,43,"$60,000 - $69,999",It is a game where communication and decisions take an important role,2,The experience was very clear then all the instructions were very well written,0,1
59,11,ttit5tmcawkpkwpy,3,7080211559,8,8,8,8,1,20,199.187.248.223,2018-08-17 17:16:16.052912+00:00,Passed,,Observed,,8,,,8,Female,Non hispanic,White,38,Some college,43,"$80,000 - $99,999",How to follow instructions.,1,It was a very good survey and I would not have changed it.,1,1
60,11,eg2hrxohawkpkwpy,3,7353253846,8,15,15,8,1,8,173.71.175.21,2018-08-17 16:03:10.587372+00:00,Passed,,Observed,,12,,,8,Male,Non hispanic,White,45,High school or equivalent,38,"$30,000 - $39,999",Honesty of the hidden number.,3,No improvement,0,1
61,11,r2ket49mawkpkwpy,3,8005340493,26,28,28,26,1,12,73.118.63.195,2018-08-17 16:15:40.118322+00:00,Passed,,Observed,,28,,,26,Male,Non hispanic,Black/African American,59,Professional post-secondary degree or doctoral degree,10,"$40,000 - $49,999",How well I can read and follow directions on a game that pays a certain amount of money based on what role I have in the game.,3,I do not know.,1,1
62,11,1fksl4zaawkpkwpy,3,8312786506,8,8,10,8,1,26,162.72.48.169,2018-08-17 18:59:49.322184+00:00,Passed,,Observed,,8,,,8,Female,Non hispanic,Hispanic/Latino/Latina,28,Some college,11,"$20,000 - $29,999",The goal was to show how morally respectful a person could be and how much a person would try to gain,1,N/A,0,1
63,11,42mxx2mvawkpkwpy,3,8519255924,22,22,22,22,1,16,72.79.7.30,2018-08-17 16:33:32.331709+00:00,Passed,,Observed,,22,,,22,Female,Non hispanic,White,52,College diploma,30,"$20,000 - $29,999",guessing the hidden number provided by other people,3,looks good,1,1
64,11,u7eef5swcr4fehfn,3,3988386972,1,1,1,10,1,1,174.48.127.188,2018-08-17 23:04:17.483707+00:00,Passed,,Observed,,1,,,10,Male,Hispanic,White,20,Some college,10,"$20,000 - $29,999",How trustworthy we are of random people with the endgoal deciding on how much we will get paid for doing a task,4,The instructions were a little bit confusing but understandable if paid attention,1,1
65,11,9r0k8owzcr4fehfn,3,4037847170,10,30,30,10,1,11,192.180.218.130,2018-08-18 00:45:15.658512+00:00,Passed,,Observed,,30,,,10,Female,Non hispanic,White,37,College diploma,18,"< $10,000",how we can trust people and if we will check their message for the true or false,2,give chance for P4 and P5 be an active players,1,1
66,11,zi7qrv7pcr4fehfn,3,7093242708,10,10,10,10,1,12,47.32.124.239,2018-08-18 00:46:57.049552+00:00,Passed,,Observed,,10,,,10,Male,Non hispanic,White,32,Masters degree,11,"$30,000 - $39,999",The evaluate the ability to work as a team in a collaborative game.,1,I think the survey is good enough. No need to improve the experience. The images and the instructions are very good.,1,1
67,11,ey4j8kl3cr4fehfn,3,7199699577,10,25,25,25,1,6,98.250.144.121,2018-08-18 00:17:03.530351+00:00,Passed,,Unobserved,25,25,,,25,Male,Non hispanic,White,24,College diploma,22,"$40,000 - $49,999",Goal of the study to see how people interact in a (business) transaction.,1,You did a great job. Very well-designed study.,1,1
68,11,cttbetsxcr4fehfn,3,9216377667,11,11,11,11,1,3,96.36.24.162,2018-08-17 23:45:48.334201+00:00,Passed,,Observed,,11,,,11,Female,Non hispanic,White,19,Some college,22,"$30,000 - $39,999",To determine if people will remain honest if offered a monetary reward for dishonesty.,1,"The instructions were a little wordy, they could be simplified.",1,1
69,11,ylo59974cr4fehfn,3,9552935887,14,14,14,30,1,4,76.87.97.194,2018-08-18 00:07:07.874689+00:00,Passed,,Observed,,14,,,30,Female,Non hispanic,Black/African American,20,Some college,5,"< $10,000",Try to get as many points possible,2,"It was a good experience, i just wish it was longer!",1,1
70,11,teglg6b2t0koe981,3,1108876965,27,27,27,27,1,3,98.250.238.150,2018-08-18 13:09:41.443260+00:00,Passed,,Observed,,27,,,27,Female,Non hispanic,White,26,College diploma,22,"$50,000 - $59,999",Wondering if financial gain would make you lie,1,none,1,1
71,11,aanodkbmt0koe981,3,3216338204,10,10,10,10,1,5,73.45.194.2,2018-08-18 13:46:21.810142+00:00,Passed,,Observed,,10,,,10,Male,Non hispanic,Native Hawaiian/Pacific Islander,35,College diploma,16,I do not wish to report my income.,Honesty and trust that the individual is reporting what they actually received in terms of a number.,3,None,1,1
72,11,prnk8309t0koe981,3,3381560601,12,12,22,22,1,8,97.81.144.248,2018-08-18 13:55:32.440566+00:00,Passed,,Observed,,22,,,22,Female,Non hispanic,White,59,Some college,42,"$20,000 - $29,999",The goal of this study was to maximize earnings for everyone.,4,The instructions were long and somewhat complicated.,1,1
73,11,tm8grx58t0koe981,3,5873698857,10,24,24,10,1,2,87.134.168.66,2018-08-18 13:06:45.629831+00:00,Passed,,Observed,,12,,,10,Female,Non hispanic,Black/African American,24,Some college,10,"$40,000 - $49,999",Very very confusing... but I eventually understood,4,Maybe see if you can make a short video explaining this?,0,1
74,11,2ingq3vst0koe981,3,8770838178,7,20,22,7,1,7,67.198.119.57,2018-08-18 13:47:38.986755+00:00,Passed,,Observed,,22,,,7,Female,Non hispanic,White,33,College diploma,43,I do not wish to report my income.,"I have no idea, it was hard enough to understand the instructions for just $1.00.",4,Don't pay in bonuses. Just pay a fair wage for the work.,1,1
75,11,bf72976et0koe981,3,9345446309,10,10,30,30,1,4,71.90.243.19,2018-08-18 13:11:23.072943+00:00,Passed,,Observed,,15,,,30,Male,Non hispanic,Black/African American,25,College diploma,1,"< $10,000",It is to see if info coming from one person will stay accurately going from one person to another until it reaches its final destination.,1,"none, straight-forward",0,1
76,11,f3yytq2t7wf6p3ar,3,4314239466,10,10,10,20,1,3,174.224.134.107,2018-08-18 21:15:06.848778+00:00,Passed,,Observed,,10,,,20,Male,Non hispanic,White,27,College diploma,32,"$40,000 - $49,999",I think it would maybe deal with honesty. Other people were honest so would that make you more honest going forward even though the payout would be more,2,I loved it. I hope I did it right. It was a low number so if they will pick what IÌ¢åÛåªm gonna say generally then as P3 youÌ¢åÛåªd wanna pick the highest number IÌ¢åÛåªd imagine. I didnÌ¢åÛåªt think I read that I couldnÌ¢åÛåªt lie,1,1
77,11,2rtp2psqot651y11,3,1005243656,8,8,8,20,2,2,24.149.102.105,2018-08-19 14:02:51.904146+00:00,Passed,,Observed,,8,,,20,Male,Non hispanic,White,43,Some college,49,"$20,000 - $29,999","to see if people would send the same number , or a higher number for more money",1,looked good,1,1
